Name,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Audi,2.0 A4 Multitronic,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,0,13800.625
Toyota,2.8 Crysta Innova ZX,Kochi,2018,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1,21992.676
Honda,City DTEC VX i,Jaipur,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,0,7452.3375
Honda,City DTEC VX i,Kochi,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,0,7684.187999999999
Renault,1.0 KWID Optional RXT,Jaipur,2017,63262,Petrol,Manual,First,21.7,999.0,67.0,5.0,1,3588.1625
Maruti,DDiS Plus Swift ZDI,Hyderabad,2018,5456,Diesel,Manual,First,28.4,1248.0,74.0,5.0,0,9550.0325
Maruti,AMT Celerio Optional VXI,Pune,2017,7500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,1,5520.25
Mahindra,2WD W8 XUV500,Delhi,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,0,6072.275
Hyundai,Magna i10,Jaipur,2010,66770,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,0,2870.53
Hyundai,1.1 Magna i10,Kochi,2014,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,0,3764.8105
Maruti,Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,1,2980.935
Maruti,Grand Vitara,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,0,6072.275
Audi,TFSI,Kolkata,2012,7000,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,0,38641.75
Mercedes-Benz,200 C C-Class CGI New,Mumbai,2011,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,0,10764.4875
Nissan,2011-2014 Sunny XV,Mumbai,2013,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,0,4692.2125
Maruti,LXI R Wagon,Ahmedabad,2015,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,0,3532.96
Maruti,Dzire Swift ZDI,Bangalore,2014,25789,Diesel,Manual,Second,23.4,1248.0,74.0,5.0,0,7562.742499999999
Honda,Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,0,4968.224999999999
Maruti,Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,0,3919.3774999999996
Hyundai,Accent CNG Executive,Hyderabad,2010,95637,CNG,Manual,Second,18.479999999999997,1495.0,93.7,5.0,0,2097.6949999999997
Mahindra,2.6 LX Scorpio,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,0,3974.58
Mercedes-Benz,Avantgrade CDI E-Class E250,Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,0,24068.29
Toyota,4x2 Fortuner Manual,Mumbai,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,0,14904.675
Datsun,Option T,Bangalore,2016,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,1,2936.773
Honda,City V,Delhi,2010,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,0,4140.1875
Toyota,Camry Hybrid,Pune,2018,17000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,0,35329.6
Honda,City DTec V i,Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,0,8909.6835
Volkswagen,2.0L Jetta Trendline,Kochi,2012,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,0,6226.842
Audi,2.0 2011-2015 A6,Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,0,26486.159499999998
Maruti,Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,0,8280.375
Mercedes-Benz,220 C C-Class CDI New Style,Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,0,29809.35
Maruti,BSIV Dzire Swift Vdi,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,0,3146.5425
Renault,110PS Duster Pack RxZ,Pune,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,0,7010.7175
Maruti,Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,0,3643.365
Maruti,Dzire Swift VXI,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,0,5520.25
Maruti,Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,7132.163
Hyundai,EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,0,4140.1875
Maruti,BSII VXI Zen,Kochi,2003,61495,Petrol,Manual,Third,17.3,993.0,60.0,5.0,0,1678.156
Maruti,7 Eeco Seater Standard,Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196.0,73.0,7.0,1,3985.6204999999995
Audi,30 Premium Q5 quattro,Coimbatore,2017,40318,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,0,48291.147
Audi,2.0 Q3,Chennai,2014,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,0,22081.0
Smart,CDI,Pune,2008,103000,Diesel,Automatic,Second,0.0,799.0,,2.0,0,3312.1499999999996
Maruti,Dzire Swift VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,0,4029.7825
Tata,DX,Mumbai,2013,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,0,5796.2625
BMW,30d 7 Design Pure Seater X5 xDrive,Hyderabad,2016,76000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,0,64034.899999999994
Honda,CVT City VX i-VTEC,Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1,9550.0325
Tata,BS IV Indigo,Delhi,2015,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,0,2760.125
Volkswagen,TSI Vento,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,0,8556.387499999999
Maruti,Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,0,4581.8075
Toyota,3.0 Fortuner,Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,0,11978.9425
Mitsubishi,2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,0,6105.3965
Volkswagen,1.9 2007-2011 Highline Jetta,Pune,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,0,12696.574999999999
Porsche,S,Hyderabad,2010,10000,Petrol,Manual,First,9.0,3436.0,,2.0,0,44162.0
Hyundai,1.6 CRDi Creta SX,Kolkata,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,0,10212.4625
Skoda,1.2 Ambiente Fabia MPI,Pune,2011,47490,Petrol,Manual,First,17.5,1198.0,75.0,5.0,0,2528.2745
Ford,1.5 EcoSport TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,0,7728.349999999999
Maruti,1.1 BSIII Estilo LXI Zen,Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,0,1821.6825
Maruti,1.4 Ciaz Delta,Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,0,9108.4125
Mercedes-Benz,200 Avantgarde C C-Class Edition New,Kochi,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,0,10091.017
Honda,Amaze SX i-VTEC,Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,0,7176.325
Toyota,Etios GD,Kolkata,2012,60000,Diesel,Manual,First,23.59,1364.0,,5.0,0,3256.9475
Renault,85PS Duster RxL,Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,0,6348.287499999999
Maruti,BSIV LXI R Wagon,Hyderabad,2012,72000,LPG,Manual,First,36.68,998.0,58.2,5.0,0,3146.5425
Volkswagen,1.2L Highline Polo,Kolkata,2011,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,0,2318.505
Hyundai,1.6 Creta Plus SX,Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,0,14959.8775
Jaguar,XF,Kolkata,2012,43510,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,0,22633.024999999998
Jeep,2.0 4X4 Compass Limited,Mumbai,2017,52000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,1,22081.0
Land,2.0 Dynamic HSE Range Rover TD4,Kochi,2018,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,1,65933.866
Maruti,Alpha Baleno,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,1,7176.325
Maruti,Ciaz SHVS ZDi,Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,0,8280.375
Maruti,BSIII SX4 Vxi,Jaipur,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,0,2373.7075
Hyundai,CRDi Elantra SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,0,9318.181999999999
Mitsubishi,4X4 Pajero Sport,Bangalore,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,1,13789.584499999999
Volkswagen,1.2 Ameo Comfortline MPI,Pune,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,0,6050.194
Maruti,Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,0,4637.01
Hyundai,CRDi SX Verna,Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,0,7949.16
Maruti,Dzire LDI Swift Tour,Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,0,5299.44
Mahindra,100 KUV mFALCON,Kochi,2017,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,0,6436.6115
Toyota,2.4 Crysta Innova ZX,Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1,20303.4795
Maruti,1.2 Baleno Delta,Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,0,6458.692499999999
Honda,Jazz VX,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,1,6856.1505
Hyundai,1.2 Asta i20,Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,0,4029.7825
Hyundai,Sportz i20,Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0,4084.985
Mercedes-Benz,220d Avantgarde C C-Class Edition New,Pune,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,0,33121.5
Hyundai,1.2 Base Kappa Xcent,Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,0,5354.642499999999
Hyundai,Asta Grand i10,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,0,7651.066499999999
Maruti,800 Alto VXI,Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,0,2870.53
Chevrolet,1.2 LS Sail,Kolkata,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,0,2086.6544999999996
Mercedes-Benz,220d C C-Class,Mumbai,2018,8682,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,1,43609.975
Skoda,1.8 Elegance Superb TSI,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,0,11040.5
Audi,2.0 A4,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,0,10985.297499999999
Toyota,(Diesel) 2.5 7 BS G IV Innova Seater,Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,0,10433.2725
Mercedes-Benz,200 CDI CLA Sport,Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,0,31189.4125
Hyundai,Era i10,Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,0,1987.29
Maruti,Dzire Swift VXi,Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,0,1545.6699999999998
Skoda,1.5 Ambition Rapid,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,0,8004.362499999999
Maruti,Ritz VDi,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,0,3974.58
Hyundai,1.6 Accent GLS,Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,0,1324.86
Honda,Amaze SX i-VTEC,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,0,5454.0070000000005
Maruti,LXI R Wagon,Delhi,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,0,1380.0625
Volkswagen,1.2L Comfortline Polo,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,0,5299.44
Ford,2.2 4X2 Endeavour Trend,Kochi,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,0,34391.157499999994
Hyundai,1.2 Sportz i20,Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,0,3643.365
Chevrolet,Beat PS,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,0,2649.72
Honda,1.8 2010-2013 Civic V,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,0,2208.1
Maruti,BS IV R VXI Wagon,Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,0,3422.555
Skoda,1.6 Ambition MPI Plus Rapid,Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,0,5619.6145
Maruti,- BSIII Baleno Vxi,Pune,2006,146000,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,0,1159.2525
Ford,1.5 EcoSport TDCi Titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,0,7728.349999999999
Hyundai,Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,0,2760.125
BMW,5 520d Line Luxury Series,Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,1,19320.875
Maruti,2010-2014 Alto K10 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,0,2318.505
Audi,2.0 2012-2015 Plus Premium Q3 Quattro,Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,0,19596.8875
Maruti,BSIII LXI R Wagon,Mumbai,2008,64226,LPG,Manual,First,24.22,1061.0,57.5,5.0,0,1600.8725
Toyota,Corolla H4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,0,2704.9225
Volvo,D5,Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,0,15235.89
Honda,1.5 DTEC Jazz VX i,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,0,6458.692499999999
Maruti,1.3 Alpha Ciaz,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,0,9826.045
Maruti,BSIV Swift VXI,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,0,5685.8575
Mercedes-Benz,220 Avantgarde C C-Class CDI New,Kochi,2015,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,0,18283.068
Maruti,Minor R VXI Wagon,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,0,1821.6825
Mercedes-Benz,A A180 Class Sport,Pune,2015,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,0,17664.8
Hyundai,GL Santro Xing,Pune,2008,93000,Petrol,Manual,First,0.0,1086.0,62.0,5.0,0,1600.8725
Maruti,AMT Dzire Swift ZDI,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,0,8920.724
Hyundai,Asta Grand i10,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,0,4968.224999999999
Nissan,2011-2014 Edition Sunny XV,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,0,4747.415
Maruti,A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,0,2870.53
Renault,KWID Optional RXT,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,1,4913.0225
Hyundai,(O) 1.6 SX VTVT Verna,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,0,5928.7485
Maruti,LXI Minor R Wagon,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,0,1932.0874999999999
BMW,3 320d Line Series Sport,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,0,18216.825
BMW,2003-2012 5 520d Series,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,0,20976.95
Tata,CS Indigo,Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,0,3091.3399999999997
Hyundai,1.4 CRDi Sportz i20,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,0,6845.11
Maruti,BS E IV MPI Omni STD,Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,0,4195.389999999999
Maruti,Swift ZDi,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,0,6734.704999999999
Ford,Ecosport Edition,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,1,12862.182499999999
Honda,Brio VX,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,0,4581.8075
Toyota,2.4 Crysta GX Innova,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1,18216.825
Mahindra,2.6 LX Scorpio,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,0,4747.415
Hyundai,1.2 Magna i20,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,0,2484.1124999999997
Hyundai,1.6 SX Verna,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,0,7452.3375
Mahindra,2WD W6 XUV500,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,0,10378.07
Volkswagen,1.5 Comfortline Vento,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,1,5950.8295
Maruti,Dzire Optional Swift VDI,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,0,9395.4655
Tata,Aura BS IV Manza,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,0,2042.4925
Maruti,Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,0,2760.125
Volkswagen,1.2L Highline Polo,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,0,5244.2375
Honda,1.5 City V,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,0,3864.1749999999997
Hyundai,(Diesel) 1.4 Asta CRDi i20,Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0,6072.275
Honda,1.5 City V,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,0,6988.6365
Chevrolet,Beat,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,0,2727.0035000000003
Chevrolet,1.0 LS Spark,Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,0,3643.365
Tata,2.2 4x2 DICOR EX New Safari,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,0,3864.1749999999997
Mercedes-Benz,350 Blue CDI Efficiency GL-Class,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,0,42781.9375
BMW,2003-2012 5 530d Highline Series,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,0,8821.3595
Toyota,2.8 4WD Fortuner,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,1,14661.783999999998
BMW,X1 sDrive,Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,0,10488.475
Renault,1.5,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,0,15467.7405
Hyundai,1.1 CRDi S Xcent,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,0,7717.3095
BMW,3 320d Series,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,0,12144.55
BMW,2010-2013 5 Series,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,0,12144.55
Nissan,Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,0,2539.3149999999996
Jaguar,2.2 Litre Luxury XF,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,0,29257.324999999997
Land,(Diesel) Range Rover,Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,0,73971.34999999999
Jeep,1.4 Compass Limited Option,Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,1,19596.8875
Honda,2.4 CR-V,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,0,5299.44
Maruti,Swift VXI,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,0,5045.5085
Hyundai,1.1 CRDi S Xcent,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,0,3864.1749999999997
Nissan,110 PS Premium Terrano XV,Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,0,8401.8205
Audi,35 A4 Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,1,27601.25
Hyundai,Asta Grand Option i10,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,6491.813999999999
Toyota,(Diesel) 2.5 8 G Innova Seater,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,0,14904.675
Hyundai,1.2 Magna i20,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,0,5078.629999999999
Ford,1.5 EcoSport TDCi Titanium,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,0,5409.845
Honda,1.5 City S,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,0,5796.2625
Ford,1.5 EcoSport Plus Titanium,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,1,13701.2605
Volkswagen,1.2L Highline Polo,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,0,4195.389999999999
Mercedes-Benz,220 Avantgarde C C-Class CDI New,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,0,9881.2475
Ford,1.5 DV5 Ecosport Titanium,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,0,7949.16
Tata,GLE Indigo,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,0,4968.224999999999
Maruti,Dzire LDI Swift,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,0,4581.8075
Maruti,200 DDiS Zeta,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,1,8766.157
Renault,110PS Duster Pack RxZ,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,0,8004.362499999999
Maruti,R VXI Wagon,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,0,4084.985
Hyundai,GL Santro Xing,Hyderabad,2010,58163,Petrol,Manual,First,0.0,1086.0,62.0,5.0,0,2704.9225
Chevrolet,Beat LT,Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,0,1656.0749999999998
Mahindra,1.99 XUV500 mHawk,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,0,13248.599999999999
Hyundai,1.1 Era i10,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,0,2428.9100000000003
Tata,2.2 4x4 DICOR EX New Safari,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,0,3974.58
Hyundai,Sportz i10,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,2119.776
Toyota,2.8 Crysta Innova ZX,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1,22633.024999999998
Skoda,Elegance Laura,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,0,4692.2125
Hyundai,Grand Sportz i10,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,0,3532.96
Toyota,Etios GD Liva,Pune,2012,225000,Diesel,Manual,Second,23.59,1364.0,,5.0,0,2870.53
Maruti,Dzire Swift VDI,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,0,4250.5925
Hyundai,(Diesel) 1.4 Asta CRDi i20,Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,0,3842.0939999999996
Ford,1.5D 2015-2019 Figo Trend,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,0,5023.4275
Maruti,Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,1,7728.349999999999
Maruti,Ertiga ZDI,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,0,6348.287499999999
Honda,1.5 City Sunroof V,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,0,9638.3565
Maruti,Alto BSIII LXi,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,0,1876.8849999999998
Ford,3.2 4X4 Endeavour Titanium,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,0,32569.475
Maruti,Brezza Plus Vitara ZDi,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1,11581.4845
Porsche,S,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,0,70659.2
Maruti,Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,0,8335.5775
Tata,1.2 Revotron XT Zest,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,1,4360.9975
Hyundai,1.2 Option Sportz i20,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,0,3588.1625
Skoda,1.4 Active Fabia,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,0,3036.1375
Toyota,Altis Corolla J,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,0,8114.767499999999
Volkswagen,1.2 Ameo Comfortline MPI,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,0,5189.035
Hyundai,1.6 Creta S VTVT,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,0,9682.518499999998
Hyundai,1.2 Magna i10,Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,0,3775.8509999999997
