Name,Version,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Hyundai,1.4 Crdi I20 Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,3.95
Maruti,Dzire Vdi,Mumbai,2012,74000,Diesel,Manual,Second,28.4,1248.0,73.75,5.0,8.94 Lakh,4.25
Jeep,2.0 Compass Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1,1956.0,170.0,5.0,21.38 Lakh,17.02
Maruti,Ertiga Vdi,Hyderabad,2012,82085,Diesel,Manual,First,20.77,1248.0,88.76,7.0,,6.5
Ford,Figo Zxi,Bangalore,2011,68465,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,2.95
Toyota,1.4 Altis Corolla Dg,Coimbatore,2013,63854,Diesel,Manual,First,21.43,1364.0,86.79,5.0,19.27 Lakh,7.12
Maruti,Amt Brezza Dual Plus Tone Vitara Zdi,Chennai,2018,3000,Diesel,Automatic,First,24.3,1248.0,88.5,5.0,12.88 Lakh,11.25
Honda,1.5 City Mt S,Delhi,2009,65055,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,2.75
Mahindra,4wd S10 Scorpio,Hyderabad,2015,120000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,12.0
Hyundai,1.2 Sx Vtvt Xcent,Mumbai,2014,64241,Petrol,Manual,First,20.14,1197.0,81.86,5.0,8.27 Lakh,3.67
Mercedes-Benz,220 Cdi E-class,Pune,2001,121000,Diesel,Manual,First,15.0,2148.0,,5.0,,5.0
Mahindra,1.4 Glx Logan Renault,Pune,2008,2200,Petrol,Manual,First,15.7,1390.0,75.0,5.0,,2.3
Skoda,1.9 Octavia Tdi,Pune,2008,88123,Diesel,Manual,First,18.7,1896.0,66.0,5.0,,2.2
Mercedes-Benz,2007 2012 350 Cdi Gl-class Luxury,Pune,2014,79000,Diesel,Automatic,First,12.0,2987.0,224.0,7.0,,41.0
BMW,20d Sdrive X1 Xline,Bangalore,2016,28143,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,48.18 Lakh,28.5
Volkswagen,1.6 2013-2015 Comfortline Vento,Mumbai,2015,23001,Petrol,Manual,First,15.04,1598.0,103.2,5.0,,5.49
Audi,2.0 A4 Tdi,Ahmedabad,2013,82002,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,,17.5
Ford,1.4 Duratorq Ikon Tdci,Bangalore,2009,75000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,,1.99
Hyundai,1.6 Crdi Ex Mt Verna,Kochi,2016,37451,Diesel,Manual,First,22.32,1582.0,126.3,5.0,,6.64
Toyota,2.4 Crysta Innova Mt Vx,Hyderabad,2017,67000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.87 Lakh,16.5
Hyundai,Asta Grand I10 Option,Pune,2016,25000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,5.0
Volkswagen,1.2 Ameo Comfortline Mpi,Mumbai,2017,12000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,,5.4
Renault,Kwid Rxt,Kolkata,2017,25000,Petrol,Manual,First,25.17,799.0,53.3,5.0,,2.99
Honda,1.5 City Mt S,Jaipur,2011,95936,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.1
Hyundai,1.2 At Grand I10 Kappa Magna,Kochi,2018,5354,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,7.37 Lakh,6.76
Volkswagen,1.0 Comfortline Mpi Polo,Chennai,2016,42000,Petrol,Manual,Second,18.78,999.0,75.0,5.0,7.33 Lakh,5.5
Maruti,Bsiv Swift Vdi,Coimbatore,2014,44282,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,5.99
Nissan,2011-2014 Sunny Xv,Delhi,2012,70000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,2.59
Jaguar,2.2 Litre Luxury Xf,Mumbai,2013,31400,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,,26.75
Maruti,Ciaz Shvs Zdi,Pune,2016,50000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.5
Audi,2.0 2008-2012 Q5 Tdi,Bangalore,2011,53000,Diesel,Automatic,First,12.8,1968.0,167.6,5.0,,23.0
Ford,Figo Zxi,Pune,2014,21727,Petrol,Manual,First,15.6,1196.0,70.02,5.0,,3.35
Hyundai,4x4 At Fe Santa,Bangalore,2012,43000,Diesel,Automatic,Second,11.72,2199.0,194.3,7.0,,10.75
Mahindra,2wd Airbag Bsiv Scorpio Vlx,Kolkata,2013,75000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,,6.29
Renault,110ps Duster Rxl,Bangalore,2014,73557,Diesel,Manual,First,19.6,1461.0,108.45,5.0,,7.75
Audi,2.0 A4 Multitronic New Tdi,Delhi,2012,44555,Diesel,Automatic,First,15.2,1968.0,140.8,5.0,,13.5
Maruti,7 Eeco Seater Standard,Coimbatore,2013,54885,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.98 Lakh,3.75
Mahindra,E4 Xylo,Mumbai,2011,76000,Diesel,Manual,Second,14.0,2498.0,112.0,7.0,,3.75
Maruti,Lxi R Wagon,Jaipur,2006,101000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,1.5
Maruti,Bsiii Lxi R Wagon,Chennai,2005,66000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,,1.45
Maruti,Bsiv Mt Sx4 Zxi,Coimbatore,2013,84360,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,4.12
Toyota,2.4 Crysta Innova Mt Vx,Mumbai,2016,25121,Diesel,Manual,First,13.68,2393.0,147.8,7.0,23.06 Lakh,17.11
Toyota,2.5 7 G Innova Seater,Pune,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,,10.25
Volkswagen,1.2l Polo Trendline,Kolkata,2011,66035,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.49
Toyota,Etios G,Pune,2015,190000,Petrol,Manual,Second,16.78,1496.0,88.73,5.0,,3.85
Ford,1.5 Dv5 Ecosport Mt Titanium,Hyderabad,2014,85670,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.25
Hyundai,Crdi Grand I10 Magna,Hyderabad,2015,35000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,,4.88
Honda,City Cvt I Sv Vtec,Mumbai,2016,8000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,9.45
Toyota,2.5 G3 Innova,Hyderabad,2007,162000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,4.8
Hyundai,Eon Era Plus,Kolkata,2012,60000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,1.99
Hyundai,1.2 I10 Magna,Hyderabad,2010,70600,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.8
Mercedes-Benz,200 2009-2013 Cgi E E-class Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,12.3,1796.0,185.0,5.0,,22.0
Mahindra,Bolero Sle,Hyderabad,2012,75000,Diesel,Manual,First,15.96,2523.0,62.1,7.0,10.32 Lakh,4.3
Skoda,2.0 Ambition At Cr Laura Tdi,Coimbatore,2014,85071,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,,9.75
Maruti,Swift Zxi,Ahmedabad,2015,40000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.9
Audi,2.0 A4 Tdi,Delhi,2013,67000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,14.5
Ford,1.4 Abs Fiesta Sxi Tdci,Hyderabad,2009,55000,Diesel,Manual,Second,17.8,1399.0,68.0,5.0,,2.4
Maruti,Bsiii Sx4 Vxi,Mumbai,2008,62000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,,2.11
Hyundai,Asta At Grand I10,Coimbatore,2017,22526,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,,7.6
Maruti,At Ritz,Hyderabad,2012,57788,Petrol,Automatic,First,17.16,1197.0,85.8,5.0,,3.6
Mahindra,2.6 Crde Scorpio,Jaipur,2013,72000,Diesel,Manual,First,10.5,2179.0,120.0,8.0,,6.0
Mahindra,7 S4 Scorpio Seater,Mumbai,2014,83128,Diesel,Manual,First,15.4,2179.0,120.0,7.0,,7.45
Maruti,Alto Lxi,Chennai,2011,75000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,2.1
Renault,110ps Duster Rxz,Ahmedabad,2013,58000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,,5.2
Mahindra,550 Jeep Mm Pe,Hyderabad,2009,26000,Diesel,Manual,First,0.0,2498.0,,6.0,,6.99
Maruti,1.2 Ignis,Mumbai,2017,1000,Petrol,Manual,First,20.89,1197.0,81.8,5.0,7.87 Lakh,6.36
Toyota,2.5 7 Innova Seater Zx,Kochi,2015,59751,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,11.62
BMW,7 730ld Eminence Series,Kochi,2015,29966,Diesel,Automatic,Second,16.77,2993.0,261.49,5.0,1.4 Cr,43.6
Hyundai,2.0l Crdi Embera Mt Sonata,Kolkata,2009,65000,Diesel,Manual,Second,13.6,1991.0,142.0,5.0,,4.9
Renault,Adventure Duster Edition,Kochi,2015,75863,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,6.7
Maruti,Cng Lxi R Wagon,Mumbai,2013,54000,CNG,Manual,First,46.955999999999996,998.0,67.04,5.0,5.58 Lakh,3.05
Audi,177 2.0 A4 Bhp Edition Tdi Technology,Bangalore,2014,24000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,25.0
Jeep,2.0 Compass Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1,1956.0,170.0,5.0,22.46 Lakh,19.05
Hyundai,1.4 Verna Vtvt,Kolkata,2015,33425,Petrol,Manual,First,17.43,1396.0,105.5,5.0,,4.5
Honda,Amaze I-vtech Vx,Pune,2013,47000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,,4.15
Hyundai,1.6 Crdi Creta Option Sx,Chennai,2015,41000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,11.9
Hyundai,1.1 I10 Magna,Delhi,2011,62000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,2.1
Mahindra,300 T8 Tuv,Delhi,2016,47035,Diesel,Manual,First,18.49,1493.0,100.0,7.0,,6.95
Maruti,Dzire Swift Vxi,Pune,2008,56230,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,,2.4
Hyundai,1 Accent Gle,Chennai,2007,55000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,,2.65
Mahindra,2wd W8 Xuv500,Jaipur,2014,70669,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,9.0
Maruti,2010-2014 Alto K10 Vxi,Pune,2012,69000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,2.1
Chevrolet,Beat Lt,Pune,2011,65000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,,2.5
Audi,2.7 A6 Tdi,Mumbai,2009,30000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,,8.95
Mini,5 Cooper D Door,Hyderabad,2017,2000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,42.48 Lakh,34.0
Maruti,1.3 Lxi Swift,Pune,2011,24255,Petrol,Manual,First,16.1,,,,,3.15
Tata,1.2t Revotron Xms Zest,Chennai,2015,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,7.69 Lakh,4.0
Honda,City Dtec I Sv,Kolkata,2014,40000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,4.45
Chevrolet,Beat Lt,Jaipur,2010,26000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,,1.5
Audi,2.0 A4 Multitronic Tdi,Jaipur,2011,105000,Diesel,Automatic,Second,16.55,1968.0,140.0,5.0,,14.5
Ford,Aspire Plus Titanium,Kolkata,2015,2800,Diesel,Manual,First,26.1,1498.0,99.0,5.0,9.4 Lakh,8.41
Hyundai,At Crdi Sx Verna,Mumbai,2014,71000,Diesel,Automatic,Second,19.08,1582.0,126.32,5.0,,5.45
Honda,City Cvt I Vtec Vx,Mumbai,2015,32896,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,8.9
Hyundai,1.2 I10 Sportz,Hyderabad,2012,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.65
BMW,Expedition X3 Xdrive20d,Bangalore,2015,65000,Diesel,Automatic,Second,18.56,1995.0,190.0,5.0,,29.0
Audi,2.0 A4 Tdi,Mumbai,2013,45200,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,,13.5
Honda,2.4 At Cr-v,Hyderabad,2008,82167,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,,5.4
Hyundai,1.2 Asta Grand I10 Kappa,Coimbatore,2016,37429,Petrol,Manual,First,18.9,1197.0,81.86,5.0,8.1 Lakh,5.89
Maruti,Ciaz Plus Shvs Zdi,Hyderabad,2016,46000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,,8.45
Honda,City I-vtec V,Delhi,2011,67031,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.85 Lakh,4.0
BMW,6 640d Coupe Series,Mumbai,2013,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,,45.0
Maruti,Amt Celerio Vxi,Mumbai,2016,47691,Petrol,Automatic,First,23.1,998.0,67.04,5.0,6.08 Lakh,3.94
Renault,2.0 Koleos,Jaipur,2011,32531,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,,8.0
Ford,Figo Zxi,Hyderabad,2013,71336,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,4.1
Toyota,2.5 7-seater Innova V,Chennai,2006,196000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,,6.25
Maruti,Dzire Vdi,Kolkata,2015,28193,Diesel,Manual,First,28.4,1248.0,73.75,5.0,8.36 Lakh,5.25
Mercedes-Benz,43 Amg Slc,Coimbatore,2019,2526,Petrol,Automatic,First,19.0,2996.0,362.07,2.0,1.06 Cr,83.96
Hyundai,Lp Santro Zipplus,Coimbatore,2004,52146,Petrol,Manual,First,0.0,,,,,1.93
Mercedes-Benz,220 D E E-class,Hyderabad,2013,85000,Diesel,Automatic,First,16.1,1950.0,194.0,5.0,71.15 Lakh,21.0
Hyundai,1.2 Grand I10 Kappa Sportz,Ahmedabad,2015,20780,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6.82 Lakh,4.3
Honda,I Mobilio S Vtec,Mumbai,2014,43081,Petrol,Manual,First,17.3,1497.0,117.3,7.0,,5.25
Porsche,Cayenne S Turbo,Mumbai,2010,35000,Petrol,Automatic,Second,11.9,4806.0,550.0,5.0,,32.0
Mahindra,C8 Quanto,Kolkata,2013,36000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,,3.9
Toyota,Corolla H5,Mumbai,2007,67000,Petrol,Manual,Third,13.4,1794.0,125.0,5.0,,2.2
Mahindra,100 D75 K4 Kuv Mfalcon,Mumbai,2016,34079,Diesel,Manual,First,25.32,1198.0,77.0,6.0,,3.7
BMW,2005-2011 3 325i Sedan Series,Coimbatore,2010,77849,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,,11.27
Maruti,800 Alto Lxi,Jaipur,2013,86000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.41
Audi,35 Premium Q3 Quattro Tdi,Pune,2015,110000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,,19.0
Toyota,Etios Gd,Hyderabad,2015,116000,Diesel,Manual,Second,23.59,1364.0,67.05,5.0,,5.8
Mahindra,2wd W8 Xuv500,Coimbatore,2016,41840,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,13.52
Toyota,4x2 Fortuner Mt Sportivo Trd,Hyderabad,2015,19317,Diesel,Manual,First,13.0,2982.0,168.7,7.0,,24.5
Tata,Cng Cs Emax Glx Indigo,Pune,2014,41000,CNG,Manual,First,34.44,1193.0,55.23,5.0,,3.25
Mercedes-Benz,250d Gle,Kochi,2017,25601,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,78.76 Lakh,56.73
Hyundai,1.6 Crdi Creta Sx,Jaipur,2015,83950,Diesel,Manual,First,19.67,1582.0,126.2,5.0,,9.95
Honda,1.5 At City V,Pune,2012,60000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,5.5
Audi,35 A4 Premium Tdi,Hyderabad,2015,50000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,,25.0
Maruti,Vxi Zen,Kolkata,2009,37000,Petrol,Manual,First,17.3,993.0,60.0,5.0,,1.0
Maruti,Alto Lxi,Hyderabad,2011,76976,Petrol,Manual,Second,19.7,796.0,46.3,5.0,,2.15
Maruti,Automatic Baleno Delta,Kochi,2018,21684,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,7.89
Mahindra,2wd W10 Xuv500,Delhi,2015,62000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,10.25
Ford,Freestyle Titanium,Mumbai,2007,1261,Petrol,Manual,First,19.0,1194.0,94.68,5.0,8.12 Lakh,6.0
Hyundai,Asta Elite I20 Option,Coimbatore,2017,59450,Petrol,Manual,First,18.6,1197.0,81.86,5.0,9.78 Lakh,7.53
Mercedes-Benz,220d Avantgarde C C-class Edition New,Coimbatore,2018,24465,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,,39.45
Honda,City I Sv Vtec,Delhi,2014,55000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,,5.84
Ford,1.5 Be Ecosport Mt Ti Titanium Vct,Mumbai,2017,2000,Petrol,Manual,First,18.88,1499.0,110.4,5.0,,8.65
Maruti,1.2 Baleno,Kochi,2017,25040,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,7.74
Hyundai,I10 Sportz,Bangalore,2008,84000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,2.5
Toyota,2.5 8 Bs G Innova Iv Seater,Pune,2007,170428,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,,5.7
Maruti,Baleno Delta,Mumbai,2016,12573,Petrol,Manual,First,21.4,1197.0,83.1,5.0,7.36 Lakh,5.8
Audi,3.0 Q7 Quattro Tdi Technology,Hyderabad,2012,88000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,,36.5
Hyundai,2wd At Fe Santa,Delhi,2012,86000,Diesel,Automatic,Second,13.01,2199.0,194.3,7.0,,9.5
Hyundai,- Euro Gls I Ii Santro,Coimbatore,2012,51019,Petrol,Manual,First,0.0,999.0,,5.0,,3.48
Honda,1.5 City Exclusive Mt V,Mumbai,2013,45000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,4.55
Hyundai,1.4 Crdi I20 Magna,Jaipur,2012,51000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,3.9
Mahindra,Bolero Bsiii Sle,Pune,2007,92000,Diesel,Manual,First,13.6,2523.0,63.0,7.0,,2.7
Toyota,2.8 2wd At Fortuner,Pune,2017,29000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,38.11 Lakh,31.0
BMW,2005-2011 3 325i Sedan Series,Bangalore,2009,70521,Petrol,Automatic,Second,10.9,2497.0,215.0,5.0,,10.3
BMW,3 320d Sedan Series,Kolkata,2010,51000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,,7.75
Maruti,Lxi R Wagon,Hyderabad,2012,52618,Petrol,Manual,First,18.9,998.0,67.1,5.0,,3.2
Maruti,Ertiga Zdi,Delhi,2013,68000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.75 Lakh,4.85
Land,2.0 Evoque Pure Range Rover Td4,Kochi,2016,29022,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,,34.08
Maruti,Ertiga Shvs Vdi,Chennai,2017,80000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,,8.1
Tata,Cs Evx Indigo,Chennai,2016,78000,Diesel,Manual,Second,25.0,1396.0,69.01,5.0,,2.35
Maruti,Alto K10 Lxi,Pune,2012,100000,Petrol,Manual,First,20.92,998.0,67.1,5.0,,1.8
Hyundai,D Eon Lite Plus,Coimbatore,2015,31412,Petrol,Manual,First,21.1,814.0,55.2,5.0,,3.42
Ford,3.0l 4x4 At Endeavour,Mumbai,2010,78000,Diesel,Automatic,Second,11.4,2953.0,153.86,7.0,,5.34
Ford,2.2 4x2 At Endeavour Titanium,Hyderabad,2018,14000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,,31.99
Volkswagen,Highline Vento,Bangalore,2011,80000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,4.75
Maruti,At Ciaz Zxi,Mumbai,2014,46738,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,,6.1
Hyundai,D Eon Lite Plus,Coimbatore,2013,54884,Petrol,Manual,Second,21.1,814.0,55.2,5.0,,3.69
Audi,2.0 Plus Premium Q5 Tdi,Delhi,2012,74500,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,,15.0
Mahindra,Awd W10 Xuv500,Coimbatore,2016,67472,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,14.5
Maruti,Swift Vdi,Hyderabad,2013,84000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8.44 Lakh,5.65
Maruti,Ritz Vdi,Kolkata,2011,77400,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,2.5
Mercedes-Benz,250 Avantgarde C C-class Cdi New,Mumbai,2017,14470,Diesel,Automatic,First,19.71,2143.0,201.15,5.0,,38.5
Renault,110ps Duster Rxz,Kolkata,2014,52108,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,5.49
Maruti,Dzire Swift Vxi,Kolkata,2013,40000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,3.55
Toyota,2.5 7 Innova Seater Vx,Jaipur,2014,105044,Diesel,Manual,First,12.99,2494.0,100.6,7.0,,10.75
Hyundai,1.6 Creta Option Sx,Delhi,2016,24347,Petrol,Manual,First,15.8,1591.0,121.3,5.0,16.06 Lakh,11.0
Maruti,Sx4 Zdi,Ahmedabad,2014,58000,Diesel,Manual,First,21.79,1248.0,88.73,5.0,,4.5
Mahindra,2wd W8 Xuv500,Kochi,2014,49663,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,8.42
Honda,City Cvt I-vtec Vx,Mumbai,2017,17000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,15.29 Lakh,11.6
Jaguar,2.2 Litre Luxury Xf,Kochi,2016,13418,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,,33.63
Ford,1.4 Abs Fiesta Sxi Tdci,Pune,2008,117080,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,,2.25
BMW,5 523i Sedan Series,Mumbai,2010,74000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,,12.95
Maruti,Abs Bsiv Swift Vdi W,Hyderabad,2010,86514,Diesel,Manual,First,17.8,1248.0,,5.0,,4.25
Audi,2.0 2011-2015 A6 Plus Premium Tdi,Coimbatore,2014,66882,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,,25.02
Honda,1.2 Brio Mt Vx,Kochi,2014,41460,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.63 Lakh,3.95
Honda,1.5 At City V,Mumbai,2011,57000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,,4.4
Volkswagen,1.2l Comfortline Polo,Bangalore,2015,34010,Petrol,Manual,Third,16.47,1198.0,73.9,5.0,,4.95
Mahindra,Bsiii Scorpio Sle,Pune,2010,96813,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,,5.5
Honda,City Mt V,Mumbai,2011,84000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,,3.25
Skoda,1.6 Elegance Mpi Rapid,Kochi,2013,50004,Petrol,Manual,First,15.0,1598.0,103.5,5.0,,4.02
Mahindra,2wd W6 Xuv500,Coimbatore,2016,67995,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,11.73
Volkswagen,2.0 2007-2011 Jetta Tdi Trendline,Chennai,2012,55000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,,9.5
Maruti,Automatic Baleno,Hyderabad,2017,14900,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,,8.6
Honda,Amaze Ex I-dtech,Jaipur,2013,70961,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,4.0
Volkswagen,1.6 Highline Vento,Mumbai,2015,40194,Petrol,Manual,First,15.04,1598.0,103.2,5.0,,5.55
Maruti,800 Alto Lxi,Hyderabad,2015,96000,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.5
Land,3.0 Discovery Hse Luxury Rover Td6,Mumbai,2017,35000,Diesel,Automatic,First,18.0,2993.0,255.0,7.0,1.27 Cr,41.6
Honda,City Cvt I Vtec Vx,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,7.41
Nissan,110 Ps Terrano Xl,Mumbai,2014,50000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,,6.5
Maruti,Alto Lxi,Mumbai,2008,26299,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.2
Toyota,2.8 4wd Fortuner Mt,Bangalore,2015,150386,Diesel,Manual,First,14.24,2755.0,174.5,7.0,39.6 Lakh,23.0
Hyundai,1.4 Crdi I20 Magna,Kolkata,2012,60000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,,2.74
Ford,Figo Titanium,Hyderabad,2013,65000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,,3.9
Maruti,Brezza Plus Vitara Zdi,Ahmedabad,2017,80000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.91 Lakh,8.0
Hyundai,1.6 Sx Verna,Chennai,2012,92000,Diesel,Manual,Third,22.32,1582.0,126.32,5.0,,4.0
Hyundai,2.0 2wd At Dual Gl Tucson Vtvt,Mumbai,2016,13000,Petrol,Automatic,First,12.95,1999.0,152.88,5.0,25.75 Lakh,17.75
Maruti,Ritz Vdi,Coimbatore,2013,73278,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,5.05
Audi,2.0 A4 Tfsi,Mumbai,2011,38000,Petrol,Automatic,First,10.8,1984.0,132.0,5.0,,12.0
Mercedes-Benz,Cdi E-class E250 Edition Launch,Kochi,2016,46936,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,,29.6
Renault,85ps Duster Rxe,Jaipur,2015,55000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,6.5
Honda,Amaze At I-vtech S,Mumbai,2014,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,,4.75
Volvo,D4 S60 Summum,Coimbatore,2016,42259,Diesel,Automatic,First,9.0,1984.0,181.0,5.0,,24.36
Maruti,1.2 Bsiv Dzire Lxi Swift,Mumbai,2011,14000,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,,3.2
Maruti,R Vxi Wagon,Kolkata,2016,16956,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.29 Lakh,3.6
Maruti,Bsiv Mpi Omni Std,Coimbatore,2017,15473,Petrol,Manual,First,16.8,796.0,34.2,5.0,,3.58
Maruti,Sx4 Vdi,Delhi,2011,75000,Diesel,Manual,First,21.5,1248.0,88.8,5.0,,2.5
Ford,1.5 Fiesta Tdci Titanium,Ahmedabad,2013,96000,Diesel,Manual,Second,23.5,1498.0,90.0,5.0,,3.5
Toyota,Camry Hybrid,Delhi,2015,25000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,,25.0
Maruti,R Vxi Wagon,Mumbai,2010,38000,Petrol,Manual,Second,22.5,998.0,67.04,5.0,5.61 Lakh,1.75
Mercedes-Benz,Cdi E-class E270,Bangalore,2005,54000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,,10.0
